44label,left_shoulder_dx_t0,left_shoulder_dy_t0,left_shoulder_dz_t0,right_shoulder_dx_t0,right_shoulder_dy_t0,right_shoulder_dz_t0,left_ear_dx_t0,left_ear_dy_t0,left_ear_dz_t0,right_ear_dx_t0,right_ear_dy_t0,right_ear_dz_t0,left_eye_dx_t0,left_eye_dy_t0,left_eye_dz_t0,right_eye_dx_t0,right_eye_dy_t0,right_eye_dz_t0,nose_dx_t0,nose_dy_t0,nose_dz_t0,left_shoulder_dx_t1,left_shoulder_dy_t1,left_shoulder_dz_t1,right_shoulder_dx_t1,right_shoulder_dy_t1,right_shoulder_dz_t1,left_ear_dx_t1,left_ear_dy_t1,left_ear_dz_t1,right_ear_dx_t1,right_ear_dy_t1,right_ear_dz_t1,left_eye_dx_t1,left_eye_dy_t1,left_eye_dz_t1,right_eye_dx_t1,right_eye_dy_t1,right_eye_dz_t1,nose_dx_t1,nose_dy_t1,nose_dz_t1,left_shoulder_dx_t2,left_shoulder_dy_t2,left_shoulder_dz_t2,right_shoulder_dx_t2,right_shoulder_dy_t2,right_shoulder_dz_t2,left_ear_dx_t2,left_ear_dy_t2,left_ear_dz_t2,right_ear_dx_t2,right_ear_dy_t2,right_ear_dz_t2,left_eye_dx_t2,left_eye_dy_t2,left_eye_dz_t2,right_eye_dx_t2,right_eye_dy_t2,right_eye_dz_t2,nose_dx_t2,nose_dy_t2,nose_dz_t2
good_posture,0.0002567768096923828,0.0011895298957824707,0.009891659021377563,-0.000497281551361084,-0.00027823448181152344,0.006142973899841309,0.00019174814224243164,-0.0005618929862976074,0.018142521381378174,0.0009493827819824219,-0.0017327070236206055,0.015239566564559937,0.0007439255714416504,-0.001167595386505127,0.01974266767501831,0.0016613006591796875,-0.0015736818313598633,0.019424796104431152,0.0019960999488830566,-0.001431286334991455,0.019011318683624268,0.002578556537628174,0.0037608742713928223,0.030687719583511353,-0.0034621059894561768,0.0039275288581848145,-0.006082296371459961,0.0003750920295715332,-0.0005525350570678711,0.031068801879882812,0.00012069940567016602,-0.0005491971969604492,0.018686920404434204,0.0004534125328063965,-0.0016126930713653564,0.035848259925842285,0.0004399418830871582,0.00010251998901367188,0.03229409456253052,0.0002931952476501465,0.0007401108741760254,0.03392153978347778,0.002410411834716797,0.003956019878387451,0.03877370059490204,-0.0008601546287536621,-0.0002860426902770996,-0.009666889905929565,0.001247406005859375,-0.0014513731002807617,0.031636208295822144,0.0011975467205047607,-0.003335118293762207,0.017622053623199463,0.0011017918586730957,-0.004352301359176636,0.03534787893295288,0.0014029145240783691,-0.003647416830062866,0.03234148025512695,0.000892341136932373,-0.0034926533699035645,0.033679842948913574
good_posture,0.0024338364601135254,0.0038997530937194824,0.005742847919464111,0.00031375885009765625,0.0011914372444152832,-0.0029122531414031982,0.0003262162208557129,-0.0006628036499023438,0.004363209009170532,0.0011064112186431885,0.0012112855911254883,0.004901885986328125,0.0004248619079589844,-0.001732856035232544,0.007173478603363037,0.0005377233028411865,0.0007267296314239502,0.007291138172149658,0.00020140409469604492,0.0010010004043579102,0.006439685821533203,0.00342714786529541,0.00659632682800293,0.009859547019004822,-0.002041757106781006,0.003592252731323242,-0.008088350296020508,0.0004188418388366699,0.00312042236328125,0.014827728271484375,0.0004336535930633545,0.005829513072967529,0.008428871631622314,-6.586313247680664e-05,0.004111498594284058,0.02065831422805786,-0.0001767575740814209,0.006683140993118286,0.01913672685623169,-0.0007506608963012695,0.0074959397315979,0.02140939235687256,0.004758298397064209,0.0065631866455078125,0.03746803104877472,0.003435581922531128,-0.004549741744995117,-0.010123968124389648,0.0054631829261779785,0.005194246768951416,0.040963560342788696,0.006038010120391846,0.005255341529846191,0.018933624029159546,0.0038321614265441895,0.005193144083023071,0.05210590362548828,0.0062472522258758545,0.0070836544036865234,0.047258734703063965,0.003774583339691162,0.007641136646270752,0.05331200361251831
good_posture,0.013240575790405273,0.026774048805236816,-0.06088635325431824,-0.01982477307319641,0.019248545169830322,-0.036192119121551514,-0.001293778419494629,0.021502256393432617,-0.0575655996799469,-0.0047928690910339355,0.02512836456298828,-0.026556015014648438,-0.008800864219665527,0.03447270393371582,-0.027657389640808105,-0.01687958836555481,0.040017783641815186,-0.022155463695526123,-0.023684263229370117,0.0527191162109375,-0.013301730155944824,0.012789726257324219,0.025466203689575195,-0.02309463918209076,-0.023948699235916138,0.02469456195831299,-0.046423256397247314,0.0004951357841491699,-3.170967102050781e-05,0.005397289991378784,-0.00596994161605835,0.012450754642486572,0.004112660884857178,-0.0019009113311767578,-0.0028932392597198486,0.026796281337738037,-0.006797105073928833,0.008162438869476318,0.025726497173309326,-0.004102051258087158,0.008617579936981201,0.029994308948516846,0.011425495147705078,0.027684390544891357,0.010904073715209961,-0.026818543672561646,0.026252388954162598,-0.04995560646057129,-0.00041097402572631836,-0.0022402405738830566,0.03223499655723572,-0.006748944520950317,0.008290708065032959,0.014575779438018799,-0.0012238025665283203,-0.005828231573104858,0.0494270920753479,-0.005589962005615234,0.0021770596504211426,0.04470783472061157,-0.0018516778945922852,0.0023553967475891113,0.049513041973114014
good_posture,0.010451555252075195,0.00697249174118042,-0.01803131401538849,0.00032326579093933105,-0.003067493438720703,-0.03456699848175049,0.000826418399810791,-0.011633157730102539,-0.022423505783081055,-0.0021736621856689453,-0.009800195693969727,-0.020414233207702637,-0.001983046531677246,-0.017177343368530273,-0.025854170322418213,-0.0052238404750823975,-0.013549119234085083,-0.025492608547210693,-0.005708515644073486,-0.019131243228912354,-0.026276707649230957,0.00444483757019043,0.011296093463897705,0.01837192475795746,-0.002800852060317993,-0.0037694573402404785,-0.052309125661849976,0.0005924105644226074,-0.013197362422943115,0.01764741539955139,-0.002423316240310669,-0.012856543064117432,-0.006064027547836304,-0.0012816786766052246,-0.020538628101348877,0.007625401020050049,-0.0034242570400238037,-0.01737511157989502,0.0026980042457580566,-0.004230320453643799,-0.021763205528259277,0.0015522241592407227,0.003346681594848633,0.011186599731445312,0.012740612030029297,-0.0018863379955291748,3.24249267578125e-05,-0.057340413331985474,0.002395451068878174,-0.013440847396850586,0.006850928068161011,-0.0007963478565216064,-0.013326168060302734,-0.016097605228424072,0.0014252662658691406,-0.022176742553710938,-0.0025499463081359863,0.0015954673290252686,-0.01959821581840515,-0.007036685943603516,0.0012635588645935059,-0.024005472660064697,-0.008709132671356201
good_posture,0.003740847110748291,0.011126279830932617,-0.004245266318321228,0.0007600486278533936,-0.0042816996574401855,-0.04779863357543945,0.002348780632019043,-0.0141029953956604,-0.008061915636062622,-0.0002071857452392578,-0.015604615211486816,-0.02048778533935547,0.0010055899620056152,-0.02296847105026245,-0.016375839710235596,0.0011993348598480225,-0.021312177181243896,-0.018956482410430908,0.0003641843795776367,-0.025404036045074463,-0.022414207458496094,0.021904945373535156,0.01081860065460205,-0.05216245353221893,0.008631914854049683,-0.001982271671295166,-0.058951497077941895,0.024867117404937744,-0.005302548408508301,-0.04648974537849426,0.018143534660339355,-0.010221004486083984,-0.047864317893981934,0.022683322429656982,-0.011602580547332764,-0.05179470777511597,0.02049657702445984,-0.009977549314498901,-0.05099451541900635,0.020201027393341064,-0.00795656442642212,-0.04936850070953369,0.02103447914123535,0.005550742149353027,-0.003990665078163147,0.003960341215133667,-0.007581353187561035,-0.06326097249984741,0.01756507158279419,-0.011746048927307129,-0.01279941201210022,0.01349407434463501,-0.01244431734085083,-0.029165804386138916,0.015587866306304932,-0.01998719573020935,-0.01882225275039673,0.014225810766220093,-0.016215503215789795,-0.022373855113983154,0.014532864093780518,-0.01829594373703003,-0.01981353759765625
good_posture,0.02123868465423584,0.006499946117401123,0.0008540451526641846,0.002623528242111206,-0.005615890026092529,-0.046185046434402466,0.015924572944641113,-0.012276053428649902,-0.006595402956008911,0.01256781816482544,-0.010168790817260742,-0.025242328643798828,0.014452457427978516,-0.020561128854751587,-0.018764793872833252,0.013259470462799072,-0.014980554580688477,-0.023569047451019287,0.014132142066955566,-0.018149733543395996,-0.02231043577194214,0.014519572257995605,0.008776366710662842,0.03347432613372803,-0.0016596615314483643,-0.0042975544929504395,-0.04017627239227295,0.0076340436935424805,-0.01485222578048706,0.02755451202392578,0.004909425973892212,-0.011324107646942139,0.0024208426475524902,0.006647050380706787,-0.023744940757751465,0.016625404357910156,0.002869844436645508,-0.01792493462562561,0.010599315166473389,0.0028180480003356934,-0.02455615997314453,0.010348677635192871,0.013372182846069336,0.007168233394622803,0.018686652183532715,-0.001152127981185913,-0.0017896294593811035,-0.04654374718666077,0.008487522602081299,-0.014247775077819824,0.013142496347427368,0.00635373592376709,-0.013423621654510498,-0.009676218032836914,0.007152438163757324,-0.023272782564163208,0.003323495388031006,0.005694210529327393,-0.019018739461898804,-0.0011494755744934082,0.005004167556762695,-0.02420520782470703,-0.0011026263236999512
good_posture,0.002724885940551758,0.0005452632904052734,0.009604215621948242,2.5063753128051758e-05,-0.0036661624908447266,-0.0023956298828125,-0.0033452510833740234,-0.007346987724304199,0.04374918341636658,0.0028350353240966797,-0.001997828483581543,0.04304790496826172,-0.00304412841796875,-0.004732370376586914,0.0653349757194519,-0.006338834762573242,-0.0018356144428253174,0.06517183780670166,-0.009976983070373535,-0.0017514824867248535,0.06775635480880737,-0.006914675235748291,-0.002834141254425049,-0.0017074495553970337,-0.0021085739135742188,-0.007349550724029541,-0.007392436265945435,0.0007565617561340332,0.0008693337440490723,0.02889639139175415,0.004353880882263184,-0.0006614923477172852,0.020051538944244385,0.0016822218894958496,0.003522127866744995,0.03962820768356323,0.0016634166240692139,0.0031263232231140137,0.0382576584815979,-0.0006346702575683594,0.004888474941253662,0.040906548500061035,-0.0030799508094787598,0.0005214214324951172,-0.008541375398635864,-0.0005172789096832275,-0.00793612003326416,-0.006882756948471069,-0.001212775707244873,-0.00220412015914917,0.022955894470214844,0.002413511276245117,-0.00028640031814575195,0.020009905099868774,-0.00152587890625,-0.0003864765167236328,0.04056519269943237,-0.0029414594173431396,0.0021439194679260254,0.04048258066177368,-0.005350649356842041,0.0016489028930664062,0.043167710304260254
good_posture,0.0006479024887084961,0.003373265266418457,-0.027118131518363953,0.0037751495838165283,-0.007444322109222412,-0.018258601427078247,0.0046062469482421875,0.0013467073440551758,-0.002545982599258423,0.004392147064208984,-0.00010347366333007812,0.0003177225589752197,0.0023159384727478027,0.002652287483215332,0.006980538368225098,0.0024895668029785156,0.0031147301197052,0.008089125156402588,0.00033229589462280273,0.004178345203399658,0.009044468402862549,0.0022994279861450195,0.003925621509552002,-0.030713096261024475,0.00476449728012085,-0.002467513084411621,-0.014058828353881836,0.004206717014312744,0.002486884593963623,-0.007499784231185913,0.0038168132305145264,0.000912010669708252,-0.0017786920070648193,0.0021160244941711426,0.0035897791385650635,0.0007322430610656738,0.0017025172710418701,0.004206031560897827,0.0020790696144104004,0.00033724308013916016,0.0055255889892578125,0.001704394817352295,0.0007411837577819824,0.003880798816680908,-0.030678391456604004,0.004125684499740601,-0.002368450164794922,-0.014416426420211792,0.003060638904571533,0.002890944480895996,-0.015517085790634155,0.0032790303230285645,0.0011332035064697266,-0.009775817394256592,0.002690732479095459,0.0036644041538238525,-0.016440391540527344,0.0029578804969787598,0.0040679872035980225,-0.014693379402160645,0.0031881332397460938,0.005099892616271973,-0.01720970869064331
good_posture,0.0005340576171875,0.004022955894470215,-0.02536746859550476,0.00325167179107666,-0.002198517322540283,-0.008226782083511353,0.003054320812225342,0.0032295584678649902,-0.0044533610343933105,0.002984166145324707,0.001607060432434082,2.2411346435546875e-05,0.002714812755584717,0.004092752933502197,-0.0009946823120117188,0.0028135478496551514,0.00469091534614563,0.0005447268486022949,0.0031673312187194824,0.005977928638458252,-0.0010743141174316406,-0.0001919865608215332,0.004349350929260254,-0.02033121883869171,0.0035712122917175293,-0.003671586513519287,-0.0013204216957092285,0.002481222152709961,0.00311279296875,0.004817932844161987,0.0024873018264770508,0.0015283823013305664,0.00587049126625061,0.002629518508911133,0.003429412841796875,0.008675575256347656,0.003015965223312378,0.004559218883514404,0.009289085865020752,0.0032541751861572266,0.00539708137512207,0.00843888521194458,-0.0027475953102111816,0.003915548324584961,0.0012933164834976196,0.0012759864330291748,-0.007169365882873535,-0.015959352254867554,-0.0017945170402526855,-0.001081228256225586,0.02796393632888794,0.002253979444503784,-0.0029203295707702637,0.03696566820144653,-0.0028057098388671875,-0.0032778680324554443,0.05793529748916626,-0.0036847591400146484,-0.0007218122482299805,0.06015723943710327,-0.009189844131469727,-0.0010616779327392578,0.06210249662399292
good_posture,0.006041347980499268,0.009655475616455078,-0.007299348711967468,0.002469003200531006,-0.0017031431198120117,-0.013004332780838013,-0.0035188794136047363,-0.0035449862480163574,0.01615142822265625,0.0005849897861480713,-0.0014994144439697266,0.02640634775161743,-0.004354715347290039,-0.007064491510391235,0.037121713161468506,-0.00695762038230896,3.916025161743164e-05,0.04017436504364014,-0.01043790578842163,-0.003544330596923828,0.039496421813964844,0.010635673999786377,0.008355855941772461,-0.06131438910961151,0.0021137595176696777,-0.0034632086753845215,-0.019153982400894165,-0.002553582191467285,-0.006148636341094971,-0.029984265565872192,0.00027814507484436035,-0.0042830705642700195,0.002076387405395508,-0.0029458999633789062,-0.010804712772369385,-0.015230059623718262,-0.006993800401687622,-0.0036416947841644287,-0.007805526256561279,-0.00867694616317749,-0.007023155689239502,-0.01146012544631958,0.004621028900146484,0.008003771305084229,-0.012076243758201599,0.0016324818134307861,-0.0016698241233825684,-0.02851852774620056,0.003994286060333252,-0.002079188823699951,0.006594419479370117,0.0043992698192596436,-0.005340278148651123,0.00657382607460022,0.002893686294555664,-0.006926417350769043,0.019655883312225342,0.002790778875350952,-0.0048844218254089355,0.020199477672576904,0.0002529621124267578,-0.006755352020263672,0.02109527587890625
