label,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y
good_posture,-0.002610504627227783,-0.056706786155700684,0.006047636270523071,-0.024836480617523193,-0.061978161334991455,-0.03226354718208313,-0.017680048942565918,-0.03296738862991333,-0.09886696934700012,-0.021347850561141968,-0.07145550847053528,-0.020476162433624268,-0.10749712586402893,-0.015185236930847168
good_posture,-0.0031076669692993164,-0.050073862075805664,-0.0031973421573638916,-0.026101231575012207,-0.012135505676269531,-0.044188737869262695,-0.01349368691444397,-0.035367369651794434,-0.002185344696044922,-0.05504855513572693,-0.00014966726303100586,-0.05358991026878357,0.012220442295074463,-0.05576661229133606
good_posture,-0.011425375938415527,-0.05514103174209595,-0.003382652997970581,-0.021846473217010498,-0.014892220497131348,-0.043825894594192505,0.023067831993103027,-0.033086150884628296,0.03639853000640869,-0.0426657497882843,0.06669309735298157,-0.042824774980545044,0.08048015832901001,-0.041178882122039795
good_posture,-0.0134047269821167,-0.0559157133102417,0.002092510461807251,-0.023054122924804688,-0.020695865154266357,-0.041272491216659546,0.07644110918045044,-0.033955276012420654,0.06458413600921631,-0.03812810778617859,0.11885282397270203,-0.04185280203819275,0.12869185209274292,-0.04370087385177612
good_posture,-0.0063623785972595215,-0.05210697650909424,0.0015807747840881348,-0.02249056100845337,-0.007108151912689209,-0.04259052872657776,0.02825281023979187,-0.03791540861129761,0.04589986801147461,-0.043595731258392334,0.06430307030677795,-0.0490545928478241,0.07883793115615845,-0.05148428678512573
good_posture,-0.0021004080772399902,-0.0471002459526062,-9.208917617797852e-05,-0.02224045991897583,0.00030857324600219727,-0.0420549213886261,0.005407661199569702,-0.03868171572685242,0.02047818899154663,-0.0472700297832489,0.027229756116867065,-0.053001463413238525,0.03412973880767822,-0.0541321337223053
good_posture,0.0009248256683349609,-0.04344397783279419,-0.0018979310989379883,-0.022860944271087646,-0.003112316131591797,-0.03976643085479736,-0.005600154399871826,-0.040380775928497314,-0.0034614205360412598,-0.04896172881126404,-0.0012046098709106445,-0.054298222064971924,0.0013149380683898926,-0.05382132530212402
good_posture,0.007725775241851807,-0.04513007402420044,0.02914607524871826,-0.03753107786178589,0.00447535514831543,-0.026059120893478394,0.020038574934005737,-0.028263986110687256,0.004105210304260254,-0.0235002338886261,0.012616723775863647,-0.026612818241119385,0.010013103485107422,-0.02951762080192566
good_posture,0.007696807384490967,-0.043984949588775635,0.024596571922302246,-0.032855868339538574,0.0004636049270629883,-0.026090770959854126,0.01634785532951355,-0.030069828033447266,-0.006857454776763916,-0.02974840998649597,-0.0015178024768829346,-0.03342229127883911,-0.01446881890296936,-0.03458744287490845
good_posture,0.006461441516876221,-0.047202229499816895,0.01983228325843811,-0.02828139066696167,-0.012574195861816406,-0.018330305814743042,0.004616886377334595,-0.013376563787460327,-0.015263020992279053,-0.006812721490859985,-0.010401010513305664,-0.00710722804069519,-0.016284823417663574,-0.009278535842895508
good_posture,0.004866302013397217,-0.04665571451187134,0.012340515851974487,-0.022985517978668213,-0.018678009510040283,-0.019204318523406982,-0.0020498931407928467,-0.013735026121139526,-0.022293388843536377,-0.012919604778289795,-0.019589483737945557,-0.011648803949356079,-0.024449914693832397,-0.012261569499969482
good_posture,9.298324584960938e-06,-0.04736518859863281,0.009850084781646729,-0.023858845233917236,-0.020980775356292725,-0.019716858863830566,-0.0039027035236358643,-0.016292989253997803,-0.027540624141693115,-0.01923549175262451,-0.025428473949432373,-0.017134487628936768,-0.03197979927062988,-0.01811075210571289
good_posture,0.0006499290466308594,-0.04687702655792236,0.007844865322113037,-0.023371756076812744,-0.022366344928741455,-0.02147236466407776,-0.005178958177566528,-0.017371803522109985,-0.028192877769470215,-0.02731490135192871,-0.025188952684402466,-0.023678332567214966,-0.030949890613555908,-0.024132490158081055
good_posture,0.00018262863159179688,-0.04592317342758179,0.011499077081680298,-0.022918343544006348,-0.017108440399169922,-0.0251789391040802,-0.0035360753536224365,-0.01747000217437744,-0.012830734252929688,-0.03328949213027954,-0.004155755043029785,-0.02965325117111206,0.0021463632583618164,-0.03013843297958374
good_posture,-0.0027379989624023438,-0.03660249710083008,0.01159331202507019,-0.024074971675872803,-0.01034998893737793,-0.026663213968276978,0.0001564323902130127,-0.016756564378738403,0.004264652729034424,-0.030680298805236816,0.012353956699371338,-0.028943508863449097,0.023851394653320312,-0.028211236000061035
good_posture,-0.0024315714836120605,-0.037285447120666504,0.00991731882095337,-0.02112811803817749,-0.008768558502197266,-0.0325334370136261,0.001124948263168335,-0.018281668424606323,0.008806109428405762,-0.03811168670654297,0.017460286617279053,-0.03524905443191528,0.03010094165802002,-0.04115104675292969
good_posture,0.000414431095123291,-0.03747326135635376,0.013529032468795776,-0.023143291473388672,-0.011442482471466064,-0.04061296582221985,-0.0007717013359069824,-0.02066493034362793,-0.0032939910888671875,-0.04871469736099243,0.0037720203399658203,-0.0415477454662323,0.01036292314529419,-0.05282434821128845
good_posture,0.0004615187644958496,-0.03819584846496582,0.015217721462249756,-0.025951087474822998,-0.013773858547210693,-0.0387844443321228,-0.002119779586791992,-0.02786630392074585,-0.013988077640533447,-0.05151951313018799,-0.007112771272659302,-0.04774990677833557,-0.006873220205307007,-0.0613463819026947
good_posture,-2.7477741241455078e-05,-0.038193345069885254,0.01497727632522583,-0.024642109870910645,-0.01675480604171753,-0.034740328788757324,-0.003000795841217041,-0.029728233814239502,-0.019712448120117188,-0.048964351415634155,-0.013948172330856323,-0.04939118027687073,-0.02058616280555725,-0.05810338258743286
good_posture,0.0003859400749206543,-0.03822082281112671,0.014684081077575684,-0.02051699161529541,-0.01679307222366333,-0.029964804649353027,-0.00422176718711853,-0.0207366943359375,-0.01743263006210327,-0.04112616181373596,-0.011421740055084229,-0.03992703557014465,-0.008883774280548096,-0.04086583852767944
good_posture,-4.225969314575195e-05,-0.040340304374694824,0.01290881633758545,-0.019990086555480957,-0.015900909900665283,-0.0260733962059021,-0.0040017664432525635,-0.007031261920928955,-0.009721636772155762,-0.02818283438682556,-0.00166243314743042,-0.021143406629562378,0.00964963436126709,-0.0200536847114563
good_posture,-0.0022546052932739258,-0.039529383182525635,0.011736273765563965,-0.024516582489013672,-0.015371620655059814,-0.02666601538658142,-0.0038166940212249756,-0.0072644054889678955,-0.006816387176513672,-0.029254257678985596,0.0020416975021362305,-0.023201555013656616,0.013134181499481201,-0.02388662099838257
