label,left_shoulder_dx_t0,left_shoulder_dy_t0,left_shoulder_dz_t0,right_shoulder_dx_t0,right_shoulder_dy_t0,right_shoulder_dz_t0,left_ear_dx_t0,left_ear_dy_t0,left_ear_dz_t0,right_ear_dx_t0,right_ear_dy_t0,right_ear_dz_t0,left_eye_dx_t0,left_eye_dy_t0,left_eye_dz_t0,right_eye_dx_t0,right_eye_dy_t0,right_eye_dz_t0,nose_dx_t0,nose_dy_t0,nose_dz_t0,left_shoulder_dx_t1,left_shoulder_dy_t1,left_shoulder_dz_t1,right_shoulder_dx_t1,right_shoulder_dy_t1,right_shoulder_dz_t1,left_ear_dx_t1,left_ear_dy_t1,left_ear_dz_t1,right_ear_dx_t1,right_ear_dy_t1,right_ear_dz_t1,left_eye_dx_t1,left_eye_dy_t1,left_eye_dz_t1,right_eye_dx_t1,right_eye_dy_t1,right_eye_dz_t1,nose_dx_t1,nose_dy_t1,nose_dz_t1,left_shoulder_dx_t2,left_shoulder_dy_t2,left_shoulder_dz_t2,right_shoulder_dx_t2,right_shoulder_dy_t2,right_shoulder_dz_t2,left_ear_dx_t2,left_ear_dy_t2,left_ear_dz_t2,right_ear_dx_t2,right_ear_dy_t2,right_ear_dz_t2,left_eye_dx_t2,left_eye_dy_t2,left_eye_dz_t2,right_eye_dx_t2,right_eye_dy_t2,right_eye_dz_t2,nose_dx_t2,nose_dy_t2,nose_dz_t2
good_posture,-0.010859489440917969,-0.011404275894165039,0.025948815047740936,-0.012171298265457153,-0.008307099342346191,0.03737444803118706,0.006945908069610596,0.0024037957191467285,0.0571599155664444,0.0065968334674835205,-0.011191606521606445,0.05850769579410553,0.007704257965087891,-0.0020461976528167725,0.07780236005783081,0.008509814739227295,-0.010742604732513428,0.08080297708511353,0.0060242414474487305,-0.013679146766662598,0.08265173435211182,-0.009305059909820557,-0.006816685199737549,-0.036669984459877014,-0.010792583227157593,0.006505191326141357,0.06040344666689634,-0.00784081220626831,-0.0005972087383270264,-4.112720489501953e-05,-0.003712177276611328,-0.011761963367462158,0.035826727747917175,-0.010244369506835938,-0.006498396396636963,0.02954477071762085,-0.013091295957565308,-0.010411709547042847,0.039661407470703125,-0.017467975616455078,-0.00720486044883728,0.040788114070892334,-0.013110041618347168,-0.03208500146865845,-0.10763868689537048,-0.0003337860107421875,0.002081453800201416,-0.04913505166769028,-0.016002118587493896,-0.009939789772033691,-0.12907737493515015,-0.010473281145095825,-0.0052561163902282715,-0.0781431496143341,-0.020201027393341064,-0.015471339225769043,-0.12995368242263794,-0.02157655358314514,-0.0072310566902160645,-0.11771869659423828,-0.020856112241744995,-0.014716774225234985,-0.11923414468765259
good_posture,-0.006469666957855225,-0.021338999271392822,-0.14697828888893127,0.0013593435287475586,0.0015900135040283203,-0.07070926576852798,0.0032576918601989746,-0.008310586214065552,-0.10244059562683105,0.0023293495178222656,-0.025124073028564453,-0.07278087735176086,0.0011252760887145996,-0.033125847578048706,-0.07947587966918945,0.0007891952991485596,-0.03676658868789673,-0.0703919529914856,-0.002507418394088745,-0.05705782771110535,-0.0776018500328064,-0.010909557342529297,-0.015565037727355957,-0.16484442353248596,-0.0008328258991241455,-0.013621211051940918,-0.01307525485754013,-0.0007433295249938965,0.0023279786109924316,-0.1936894953250885,0.001082092523574829,-0.019303619861602783,-0.15219229459762573,-0.006403803825378418,-0.003039926290512085,-0.21985399723052979,-0.006449311971664429,-0.011076569557189941,-0.2074270248413086,-0.016871482133865356,-0.0021483898162841797,-0.2129225730895996,-0.012061357498168945,-0.01978355646133423,-0.1099458634853363,-0.0022461116313934326,-0.01206892728805542,1.3854354619979858e-05,-0.004728913307189941,-0.008292704820632935,-0.12485653162002563,-0.0008047521114349365,-0.01866433024406433,-0.09610027074813843,-0.006957113742828369,-0.011853277683258057,-0.1533268690109253,-0.006628930568695068,-0.01322975754737854,-0.14546257257461548,-0.012893468141555786,-0.014071732759475708,-0.147971510887146
good_posture,-0.011540830135345459,-0.02004140615463257,-0.12647104263305664,6.413459777832031e-05,-0.01296323537826538,-0.035179443657398224,-0.004805505275726318,-0.00731891393661499,-0.12376579642295837,-0.0009024441242218018,-0.016224682331085205,-0.09851247072219849,-0.006423473358154297,-0.010420799255371094,-0.15045565366744995,-0.005073845386505127,-0.011977016925811768,-0.13629209995269775,-0.011385172605514526,-0.010319709777832031,-0.14299219846725464,-0.03171604871749878,-0.022372305393218994,-0.1331472396850586,0.0071814656257629395,0.0025371313095092773,0.06997055932879448,-0.025741398334503174,0.009890526533126831,-0.05940690636634827,-0.014017254114151001,0.021389812231063843,0.011028394103050232,-0.029775381088256836,0.03757241368293762,0.011761248111724854,-0.03393697738647461,0.044084399938583374,0.015155196189880371,-0.036247432231903076,0.05378836393356323,0.03487682342529297,-0.023221313953399658,-0.0039778947830200195,0.10397927835583687,0.015874385833740234,-0.014440596103668213,0.1149798184633255,-0.00883251428604126,-0.0009180009365081787,0.12924589216709137,-0.005594015121459961,-0.005186855792999268,0.14358041435480118,-0.010766029357910156,-0.00034487247467041016,0.18465736508369446,-0.01101142168045044,0.000576019287109375,0.1919535994529724,-0.011571049690246582,0.0020816028118133545,0.1791418194770813
good_posture,0.0029065608978271484,-0.0013661384582519531,-0.027850449085235596,0.005544155836105347,-0.016247034072875977,0.00969841331243515,0.004745423793792725,0.005447745323181152,-0.020839840173721313,0.001706242561340332,-0.01133999228477478,-0.020985066890716553,0.001538991928100586,0.001511603593826294,-0.007983088493347168,0.0005254149436950684,-0.005502283573150635,-0.00535351037979126,-0.0040908753871917725,-0.001960158348083496,0.0026239752769470215,0.010566651821136475,0.004948914051055908,0.05397569388151169,0.00824698805809021,0.0006308555603027344,-0.010310079902410507,0.011752784252166748,-0.009179681539535522,0.09929397702217102,0.01925453543663025,-0.010568320751190186,0.03949281573295593,0.03208053112030029,-0.008704215288162231,0.10705524682998657,0.038554608821868896,-0.011167585849761963,0.09600019454956055,0.05511695146560669,-0.02037850022315979,0.10577172040939331,0.004333615303039551,0.009847104549407959,-0.08626551926136017,0.0029349029064178467,-0.0043939948081970215,-0.059785567224025726,0.008461058139801025,0.004733294248580933,-0.12287825345993042,0.010668039321899414,-0.013780415058135986,-0.11295592784881592,0.009239256381988525,0.00035569071769714355,-0.13975375890731812,0.007492691278457642,-0.009407907724380493,-0.13620686531066895,-0.0014284849166870117,-0.003218144178390503,-0.13536715507507324
good_posture,0.004087567329406738,0.009397804737091064,-0.0894014835357666,0.005128294229507446,-0.006653487682342529,-0.011089473962783813,0.010395050048828125,0.008882075548171997,-0.09660136699676514,0.010741442441940308,-0.011715471744537354,-0.04985347390174866,0.006583154201507568,0.0034020841121673584,-0.07743322849273682,0.005960255861282349,-0.005841374397277832,-0.06511902809143066,-0.003909051418304443,0.0005480349063873291,-0.06483232975006104,0.0030165910720825195,0.0024680495262145996,-0.03975376486778259,0.004181712865829468,0.0016695857048034668,-0.034854456782341,-0.005949616432189941,0.0015536844730377197,-0.05383464694023132,-0.003100156784057617,-0.008286207914352417,-0.03570374846458435,-0.010407090187072754,-0.0023620426654815674,-0.0383373498916626,-0.01541811227798462,-0.0034572482109069824,-0.03035348653793335,-0.018649131059646606,-0.001294553279876709,-0.0317537784576416,0.006820023059844971,0.006263434886932373,-0.028912365436553955,0.010381460189819336,-0.0015075206756591797,0.0010758936405181885,0.012640237808227539,0.015611767768859863,-0.04103881120681763,0.010217458009719849,-0.003098607063293457,-0.04457932710647583,0.01210784912109375,0.015639036893844604,-0.050325632095336914,0.0115375816822052,0.005278736352920532,-0.048486948013305664,0.00813382863998413,0.01089373230934143,-0.04800146818161011
good_posture,0.0064958930015563965,0.006350278854370117,-0.0017718225717544556,0.008669555187225342,0.0025395750999450684,-0.008046034723520279,0.0020909905433654785,0.008637577295303345,-0.006653249263763428,0.005201786756515503,-0.0018914341926574707,0.012865275144577026,0.001336216926574707,0.006591051816940308,0.006612181663513184,-0.0005410611629486084,0.004678398370742798,0.010186314582824707,-0.004207342863082886,0.005224704742431641,0.012539565563201904,0.0038773417472839355,0.006576180458068848,0.04158683121204376,0.01018679141998291,-2.0682811737060547e-05,0.04438551748171449,0.005746901035308838,0.006621003150939941,0.07288210093975067,0.005409538745880127,-0.0010398924350738525,0.05895280838012695,0.008661270141601562,0.003407984972000122,0.0834505558013916,0.009383410215377808,0.0005994439125061035,0.08301615715026855,0.010261058807373047,-0.001998335123062134,0.08298611640930176,0.005128383636474609,0.003962099552154541,0.008515238761901855,0.010073482990264893,0.003301560878753662,0.016412250697612762,-0.0016196370124816895,0.0022221803665161133,0.0348028838634491,0.006295323371887207,-0.0018871128559112549,0.037987396121025085,0.00195920467376709,-0.0007887780666351318,0.06376999616622925,0.005744874477386475,-0.0005964338779449463,0.06702297925949097,0.003784358501434326,-0.0032296180725097656,0.07010924816131592
good_posture,0.00029671192169189453,0.011019349098205566,0.036777906119823456,0.0017343461513519287,0.00356447696685791,-0.0009728297591209412,-0.00234144926071167,0.0002771914005279541,0.019893348217010498,-0.0034509599208831787,0.0007359981536865234,0.014066800475120544,-0.0023006796836853027,0.0014618933200836182,0.0400317907333374,-0.006086111068725586,0.0053743720054626465,0.04068726301193237,-0.00467991828918457,0.008050233125686646,0.048193156719207764,-0.0012988448143005371,0.006401240825653076,-0.020520299673080444,0.004291117191314697,-0.0037177205085754395,-0.07575000822544098,-0.003510773181915283,-0.001917123794555664,-0.04968464374542236,-0.004222661256790161,-0.00022616982460021973,-0.05120161175727844,-0.005257129669189453,-0.0032954514026641846,-0.021393775939941406,-0.009598731994628906,0.002561807632446289,-0.02039700746536255,-0.00977945327758789,0.0017792880535125732,-0.015095949172973633,-0.001983344554901123,0.006198108196258545,-0.0052267760038375854,0.0018995404243469238,-0.0062378644943237305,0.01309310644865036,-0.0030051469802856445,-0.0021230876445770264,0.005771428346633911,-0.005006015300750732,-0.002531111240386963,0.02676190435886383,-0.00509721040725708,-0.004685819149017334,0.04827958345413208,-0.010879874229431152,-0.0005463659763336182,0.05432921648025513,-0.010756999254226685,-9.080767631530762e-05,0.05739915370941162
good_posture,-0.00017333030700683594,0.010303318500518799,-0.006574913859367371,0.0009625852108001709,0.0013557076454162598,-0.04512123763561249,-0.002742946147918701,-0.0015894174575805664,-0.0017168819904327393,-0.0044939517974853516,-0.0034397244453430176,-0.008303210139274597,-0.004818916320800781,-0.004034578800201416,0.02898240089416504,-0.008388876914978027,-0.001245349645614624,0.0286557674407959,-0.01019015908241272,0.00012159347534179688,0.029948294162750244,0.00500255823135376,0.011453509330749512,-0.09353570640087128,0.004637539386749268,-0.005181729793548584,-0.051229819655418396,0.014741122722625732,0.014583945274353027,-0.14015018939971924,0.01398584246635437,-0.0049062371253967285,-0.1543828547000885,0.012768089771270752,0.017627835273742676,-0.20029020309448242,0.01404300332069397,0.003995954990386963,-0.20051360130310059,0.007831990718841553,0.014340847730636597,-0.20301365852355957,0.003674626350402832,0.003026604652404785,-0.01137782633304596,0.009343534708023071,-0.006867110729217529,0.02653748169541359,0.0060691237449646,0.009851425886154175,-0.027870625257492065,0.006936848163604736,-0.0024472177028656006,-0.039210617542266846,0.0036488771438598633,0.008201658725738525,-0.05934184789657593,0.002683103084564209,0.0030714571475982666,-0.05896705389022827,-0.002995729446411133,0.007088780403137207,-0.05852872133255005
good_posture,0.004366755485534668,0.009442627429962158,-0.0729871541261673,0.008017629384994507,-0.0014412403106689453,-0.011227607727050781,0.0048103928565979,0.008868038654327393,-0.10369709134101868,0.006489992141723633,-0.00383797287940979,-0.07377398014068604,0.002169370651245117,0.0058889687061309814,-0.11078107357025146,0.0009277164936065674,0.0009249746799468994,-0.10293251276016235,-0.004495710134506226,0.0038348734378814697,-0.10371184349060059,0.01223897933959961,0.01066058874130249,-0.04333518445491791,0.01426553726196289,0.0009512901306152344,-0.011122718453407288,0.015037834644317627,0.005669116973876953,-0.05235126614570618,0.012437641620635986,-0.007354259490966797,-0.06785789132118225,0.016398191452026367,0.00038430094718933105,-0.07759851217269897,0.015856385231018066,-0.007085263729095459,-0.07857406139373779,0.01681452989578247,-0.005280554294586182,-0.07609826326370239,-0.02512592077255249,0.0060974955558776855,0.16403383016586304,-0.025981426239013672,0.004279911518096924,0.02620379813015461,-0.006930530071258545,0.009031087160110474,0.19044501334428787,-0.004608184099197388,-0.0005863010883331299,0.12318993359804153,0.002215266227722168,0.005071878433227539,0.20743834972381592,0.0019436478614807129,-0.0029044151306152344,0.19674888253211975,0.008949100971221924,-0.004267692565917969,0.1995430588722229
good_posture,-0.010837674140930176,-0.00821465253829956,0.07639318704605103,-0.002901017665863037,0.004213154315948486,0.018770772963762283,-0.008969724178314209,-0.012632608413696289,0.12261959910392761,-0.0040490031242370605,-0.006728053092956543,0.10574936121702194,0.0036989450454711914,-0.019557327032089233,0.18481367826461792,0.005585581064224243,-0.019987285137176514,0.18426001071929932,0.018390893936157227,-0.032847583293914795,0.19265413284301758,-0.0107191801071167,-0.005230963230133057,0.06747101247310638,0.001661747694015503,0.0068176984786987305,0.044116686563938856,-0.0054811835289001465,-0.01029348373413086,0.11316779255867004,-0.0035510361194610596,-0.003878682851791382,0.11301251500844955,0.003052651882171631,-0.01732468605041504,0.17807286977767944,0.006406962871551514,-0.016926169395446777,0.17964443564414978,0.015598773956298828,-0.029656648635864258,0.18440032005310059,-0.013406097888946533,-0.0034284591674804688,0.08258591964840889,-0.003298819065093994,0.008988738059997559,0.03401023522019386,-0.0016425848007202148,0.0008590519428253174,0.11801064014434814,-0.00465846061706543,0.0031748414039611816,0.09976853430271149,0.0002728700637817383,-0.00223734974861145,0.17745989561080933,0.00027501583099365234,-0.0031793415546417236,0.1765957772731781,0.005579471588134766,-0.00904950499534607,0.18362373113632202
